IAT,Tot sum,Magnitue,Min,Tot size,AVG,Max,Header_Length,Rate,Srate,Std,Radius,Covariance,flow_duration,Variance,Protocol Type,rst_count,urg_count,syn_count,HTTPS,ack_count,ack_flag_number,fin_count,SSH,DNS,label,pred
0.495009214629739,0.0057228379020695,0.0160310640078055,0.0022776809574739,0.0023037128511871,0.0023175376868292,0.0006705784078831,0.0003065057905069,0.0007499393875591,0.0007499393875591,6.932672359379414e-05,6.92566074402704e-05,3.525302866228676e-07,3.055131885374268e-06,0.0136814242856097,0.2517645630719243,0.0,0.0,0.0121312505663343,0.0,0.0,0.0,0.0,0.0,0.0,DOS,DoS
0.4949991460437007,0.0114241021062483,0.0245817914277572,0.0049848212913547,0.0073699051150919,0.0072753146694081,0.0037553485801887,0.000535765310568,0.0003075028422828,0.0003075028422828,0.0034063002887333,0.0033776036571558,0.0001933999169904,4.037887784844176e-06,0.090076919590613,0.1967542975916937,0.0001155847128399,8.394125884279667e-05,0.0322720685407571,0.0,0.0021125456778065,0.1161900122793633,0.001610957512002,0.0,0.0,DOS,DoS
0.495111901797695,0.0038980465314705,0.0061312601417767,0.000663749156444,0.0006835251054566,0.0006845868705975,0.0002412153058342,0.0013590584643082,0.0004773635703785,0.0004773635703785,6.40350137197536e-05,6.401952214760683e-05,6.43054934458216e-07,3.481723954667461e-06,0.0576068630242152,0.3025659083303639,5.350080268762109e-06,5.784436145704418e-06,0.0015788091682982,0.0139419036839939,0.0,0.0,0.0,0.0,0.0,DOS,DoS
0.4949801334581566,0.007754983857571,0.0277961371856659,0.0027658098153807,0.0041659698866684,0.0041045811969627,0.0012795403911702,0.000152085400839,0.0001084369631026,0.0001084369631026,0.0006031568307268,0.0006023081486164,2.6146362593694544e-06,3.75430416509665e-06,0.2310374786096696,0.2351439358815636,2.662596103692576e-06,3.5702749414947257e-06,0.0,0.0878261829772128,0.0003308185253508,0.0,0.0,0.0,0.0,DOS,DoS
0.4950483801106057,0.0039378772815972,0.0064283998056446,0.0007140609853927,0.0007391116581743,0.0007196244773098,0.0002133552989161,0.0010002357021751,0.0005024692946306,0.0005024692946306,1.69025905867713e-05,1.2211956968723264e-05,4.712746747407502e-09,1.54498508293832e-06,0.0338260633522927,0.2279608780566297,2.590991645416104e-06,1.2296372220775992e-06,0.0359586651729742,0.0,0.0005288920024357,0.0,0.0,0.0,0.0,DOS,DoS
0.4948996371885934,0.0040391457540275,0.0072072128692059,0.0007997635575196,0.0008092739530578,0.0008079626722642,0.0002261391229005,0.0001124501040648,0.000747580457932,0.000747580457932,8.62734056087745e-06,8.61335620496356e-06,6.067497709552532e-09,1.7438161249392244e-06,0.0179842154400732,0.1837832657175001,1.8472631355684816e-05,0.0,0.0201651202670852,0.0,0.0,0.1793711163860982,0.0007151151949993,0.0,0.0,DOS,DoS
0.4948852626865179,0.0048618829891259,0.0115826194653015,0.0014587727026937,0.0015684629840512,0.0015303098820696,0.0005340005754847,0.0005196323203341,0.0009248923077747,0.0009248923077747,0.0001654479335631,0.000165294577475,4.3593830585566526e-06,1.9556548938264364e-06,0.0475388857644211,0.1967184470501856,4.129121714534639e-06,9.017708394898e-07,0.0261232890261571,0.0,0.0,0.0,1.598471610898136e-06,0.0,0.0,DOS,DoS
0.4950870410778683,0.0040750228831538,0.0075418931421308,0.0008010994000658,0.0008249124941143,0.0008550297675385,0.0003226755455681,0.0012006209988314,0.0008311952651066,0.0008311952651066,0.0001261213204395,0.0001260089497829,4.375166745039037e-07,2.6739876805762733e-06,0.1272239242860943,0.2254619152999837,1.7042016135660793e-06,6.215317246225325e-07,0.0264584120060784,0.3325450488939928,0.0003552982067884,0.0,0.0,0.0,0.0,DOS,DoS
0.495086422983012,0.0039889653549222,0.0067949479110331,0.0006843495302717,0.0007567019514844,0.0007667094496659,0.0002912874753771,0.0007286492350525,0.0222511242358969,0.0222511242358969,0.0001421256249325,0.0001405938617492,1.824790115019491e-06,2.971476497565758e-06,0.1255537688405572,0.2837929991672028,4.268395210481951e-06,2.3474595615340027e-06,0.0017948131132231,0.0,0.0,0.0,0.0,0.0,0.0,DOS,DoS
0.4951485109755003,0.004235154533489,0.0079711276957977,0.0009550276469382,0.0009731333810335,0.0009904949848059,0.0003120201260136,0.0015139187864479,0.0011683847917045,0.0011683847917045,6.247743628330295e-05,6.241017960696707e-05,8.911200012067711e-08,3.277682665209336e-07,0.0598247019164466,0.3137721122402976,0.0,0.0,0.0014236301804381,0.0092535961728477,0.0,0.0,0.0,0.0,0.0,DOS,DoS
0.4949525787369536,0.0039523569596211,0.006548746256848,0.0007279932755867,0.0007336782179711,0.0007329245852844,0.0002121264655126,0.0006137927294658,0.0004989090947285,0.0004989090947285,1.3012391921112954e-05,1.3010630944817134e-05,6.711266315477947e-09,2.055460289541785e-06,0.026831633312805,0.2136016984079183,0.0,0.0,0.0234668094872834,0.0,0.0,0.0,0.0,0.0,0.0,DOS,DoS
0.5155623896550612,0.0040635183867589,0.0073971045672984,0.0008243447421049,0.0008387053196752,0.0008292528200761,0.0002451277361588,0.000681605538175,0.0016967978432829,0.0016967978432829,1.7282987726479947e-05,1.7262004882993246e-05,1.2417810307892157e-08,3.826534807744029e-06,0.0262115611358661,0.1755158356228014,1.3617612089847043e-06,1.3161289486609067e-06,0.0163272023221531,0.16869744082589,0.0,0.0,1.213676814222203e-05,0.0,0.0,DOS,DoS
0.4949055925343472,0.004613278339889,0.0105444997348264,0.0012682450307118,0.0013211811178166,0.0013159845732551,0.0004637740555777,0.0021964768041404,5.586808842477586e-05,5.586808842477586e-05,0.000113290339769,0.0001132966571384,4.466802748785306e-07,1.385942003676695e-05,0.031080104637681,0.1492267656846383,2.924146128537391e-06,1.473721694955093e-06,0.0265924044326613,0.3099076735329721,0.0005616346999726,0.0,7.985634610923078e-05,0.0,0.0,DOS,DoS
0.4949615899362546,0.0039077030840319,0.0062317684558445,0.0006883278345051,0.0006922635300772,0.0006987485317499,0.0002120908331675,0.000413346670492,0.0015769587196563,0.0015769587196563,2.6570519826026155e-05,2.560326566055692e-05,1.4478324974989418e-08,7.23293613242555e-06,0.0482177057668584,0.2244723917275179,4.976956890001603e-06,0.0,0.011162755101424,0.0,0.0,0.0,0.000192668679863,0.0,0.0,DOS,DoS
0.4949773690478433,0.0041654613571744,0.0080701585247292,0.0008852048888755,0.0009748908266627,0.0009105270693198,0.0003211752742864,2.981020935600767e-05,0.0001071489008796,0.0001071489008796,7.766488202790256e-05,7.640137145735e-05,2.634403035398897e-07,1.9410555416346404e-05,0.0511640308223436,0.129371012395562,2.0400392859325215e-05,1.2341869298235047e-05,0.1268517586537328,0.0116742390887394,0.0014517534314979,0.0,6.633859070378704e-08,0.0,0.0,DOS,DoS
0.4951615978031616,0.0044744864793522,0.0095049299281049,0.0011190816026316,0.0011766616471984,0.0011991495671134,0.0004344623412228,0.0020491394364992,0.0009816209671439,0.0009816209671439,0.0001570398147809,0.0001569190616858,3.752529940146924e-07,1.4046286601666857e-07,0.1333153895413351,0.2845276678485925,5.006339309379874e-07,3.644496427976216e-07,0.0202158126238731,0.0,0.0,0.0,0.0,0.0,0.0,DOS,DoS
0.4949356700142578,0.0042011026271018,0.0081587654363851,0.0009354270466141,0.0009560350792601,0.0009536440483985,0.000268366774991,0.0007110013822599,0.000303220832576,0.000303220832576,1.089552755280036e-05,1.0889222047462664e-05,1.9400217123409396e-08,2.813666874663404e-06,0.0082077786836774,0.1787992928601183,1.6827646511513886e-08,0.0,0.0247035858977983,0.0,0.0,0.0,0.0,0.0,0.0,DOS,DoS
0.4948586361545955,0.0041163122593985,0.0078441823139414,0.0008611163873788,0.0008786054943354,0.0008845823668882,0.0002884492863584,0.0001301713320139,0.0001847507996529,0.0001847507996529,6.08280221967242e-05,6.062757915614122e-05,2.532903139967708e-07,2.8520121226487414e-06,0.0200889819657303,0.1474337431410647,5.62325524617393e-06,3.4720755463925204e-06,0.0281904999889936,0.0,0.0,0.0,9.801602896508768e-05,0.0,0.0,DOS,DoS
0.4951150993519935,0.0078297653124023,0.0272278218002427,0.0041858292660868,0.0042275752324797,0.004197093494558,0.0012092133433207,0.0009777284916308,0.0003991739997106,0.0003991739997106,4.8109281597184986e-05,4.825465455611933e-05,2.474029711482939e-07,1.5356026071006446e-07,0.0248850736019221,0.27959573422587,1.9615068789591568e-06,2.206485465012876e-06,0.026079860997206,0.0,0.0,0.0,0.000107475052695,0.0,0.0,DOS,DoS
0.4949310964603356,0.0040344587174897,0.0072006062559479,0.0008007571908498,0.0008038151114962,0.0008069715691047,0.0002301424826598,0.000615467215659,0.0003357806163206,0.0003357806163206,1.2315972287327132e-05,1.2303826429634506e-05,7.487868977216754e-09,8.75531594037096e-06,0.0254042980565018,0.1844326722351645,1.6299616216132133e-07,0.0,0.0002434937228992,0.2767597325259277,0.0,0.0,0.0,0.0,0.0,DOS,DoS
0.4949093723432035,0.0047869991481281,0.0113867996520341,0.0014301043053668,0.0015064121473476,0.0014671469281066,0.000531922276348,0.0002472629233333,0.0001736453449765,0.0001736453449765,0.000136445318203,0.0001365634966172,3.447880527974086e-07,6.301954618012224e-05,0.079733729688461,0.1914872464244779,1.9005186528125173e-07,1.7788275772821598e-07,0.0,0.0,1.6947760491173784e-05,0.0,0.0,0.0,0.0,DOS,DoS
0.495049510100653,0.0072604538613527,0.0242758745831364,0.0036789663170082,0.0037067871127729,0.0036892382910864,0.0010342942142862,0.0001914521858563,0.0007174528187606,0.0007174528187606,2.086780602901375e-05,2.089456788699313e-05,1.0802587944525564e-08,2.41084466720061e-07,0.107547939015641,0.2525929692002093,9.63374982728805e-06,0.0,0.0283660646775626,0.0,0.0,0.0,0.0005704756496121,0.0,0.0,DOS,DoS
0.4948756275116258,0.0040723422080351,0.0074786369471193,0.0008364675583756,0.0008409053235438,0.0008387272402194,0.0002362349830775,0.0005372613314654,0.0003380395613691,0.0003380395613691,6.434410665013668e-06,6.371916233940168e-06,3.383424877558554e-09,4.2144649812448586e-06,0.0121146191653767,0.1660373777782735,4.528103460786405e-06,0.0,0.0462129225440684,0.0,0.0,0.0,0.0001752926005498,0.0,0.0,DOS,DoS
0.4949276464910571,0.0059733454743268,0.0180056349615879,0.0022819532233213,0.002585984839387,0.0025318142605437,0.0007915656010308,0.0001744984226403,0.0002995776303543,0.0002995776303543,0.0001708637347803,0.000170057758425,1.084448877757587e-06,7.609341897863473e-06,0.1510050797127134,0.1918056616784252,1.054285614627356e-05,8.378331427231004e-07,0.0232429560136401,0.0,0.0,0.0,0.0002795164819201,0.0,0.0,DOS,DoS
0.4949911008906351,0.0049261823200849,0.0122967065633661,0.0015610441147577,0.0016035654063182,0.0016186630530374,0.0004724218353291,0.0006562662536834,0.0002106967152022,0.0002106967152022,6.502592622623759e-05,6.494656756231117e-05,2.2698883134310842e-07,8.571585845253002e-06,0.0340604270995925,0.1883169245172877,9.067471661851108e-07,8.63231546452146e-08,0.0609447985929825,0.3236009669113419,0.0,0.0,1.2914849292891324e-05,0.0,0.0,DOS,DoS
0.494894244624396,0.0047735745832244,0.0107798007276743,0.0009092638738795,0.0016003134192472,0.0014450861839314,0.0016866039538646,0.0003826398055851,0.0001960216808335,0.0001960216808335,0.0016293031150896,0.0016291502365122,5.442608226010101e-05,9.417351043893462e-06,0.081216248352442,0.1584793673261181,4.130061647659673e-05,1.0331564649762978e-05,0.0291615230560162,0.2244713440249445,0.003498254712077,0.0,0.0,0.0,0.0,DOS,DoS
0.4950010334812672,0.0040039238927151,0.0068932400793317,0.0007642031143859,0.0008113258378124,0.000772583033285,0.0002500957850981,0.0005248821923573,0.0005215008933551,0.0005215008933551,3.554995481412572e-05,3.5687241850362164e-05,7.372679346226058e-07,4.103448285103728e-07,0.018220308836486,0.2461185861320392,1.5372918380895235e-05,1.4712075512683926e-07,0.0309227279206248,0.0,5.62102507941428e-05,0.1580528042686947,0.0005919342299044,0.0,0.0,DOS,DoS
0.4948220575564818,0.0151819024766419,0.0326449583546804,0.0011328502981272,0.0102864369369429,0.0088122614924484,0.0053725978143977,0.0003058003952714,0.0001618556123297,0.0001618556123297,0.0084479483367764,0.0084339367826069,0.0007483020913213,2.50953802904631e-06,0.2524563086184848,0.1695295712903068,0.0003990337602209,0.0002947733896574,0.0128043089714782,0.1645100712839591,0.0006125600731805,0.0,0.0,0.0,0.0,DOS,DoS
0.4950745453895041,0.0040265803066431,0.0069687257453842,0.0007318569251637,0.0008180873317285,0.0007817017795008,0.000369158769204,0.0005450328190579,0.0019883703180236,0.0019883703180236,0.0001726163977016,0.0001716092432594,5.068754098489774e-07,2.4192946133472153e-08,0.1240470021323738,0.2421743303000709,1.6670188729730267e-06,6.920698923561557e-07,0.0258435084076645,0.0,0.0001978106522846,0.0,7.199122459924542e-06,0.0,0.0,DOS,DoS
0.4950646336668347,0.007598911944222,0.0263391659066382,0.0039455018508746,0.0039860798583044,0.0039965495179267,0.0012168407763542,0.0002456588929071,0.000148841419291,0.000148841419291,0.0001410220667973,0.0001409047935573,4.603941387344653e-07,5.119578052716059e-06,0.111253187629836,0.2199698270239688,1.535503212599267e-05,3.000252673756323e-07,0.083056193667939,0.306983679440499,0.0,0.0,0.0002211778537069,0.0,0.0,DOS,DoS
0.4950172622280232,0.0041142108278717,0.007674107906255,0.0008325219071542,0.0008778429437269,0.0008653572518217,0.0003595732106634,0.00071860535788,0.0009261585940295,0.0009261585940295,0.0001294351440715,0.0001294335236253,1.3036874609067546e-06,6.509485388607006e-06,0.0170897600944289,0.1701863266353655,2.958969408918357e-07,1.7624124312258793e-07,0.0919508817701201,0.0,6.716546145910529e-05,0.0,0.0,0.0,0.0,DOS,DoS
0.4949777623277078,0.0060701176773146,0.0184114491844194,0.0026280335086165,0.0026282379945032,0.0026282134321726,0.0007273427481186,0.0005158243988118,0.0076705655679038,0.0076705655679038,6.928923494866471e-07,6.926692470105995e-07,3.490011909567268e-10,4.691832770380103e-06,0.0013844716954848,0.2292408790381409,1.9658343071784088e-06,0.0,0.0304753449789975,0.1784351277214555,0.0,0.0,7.517243843558618e-05,0.0,0.0,DOS,DoS
0.4950327018397564,0.0068609600705774,0.0230697092187337,0.0031736349341503,0.0032940554831616,0.003335467186807,0.0009859521965612,0.000255948666535,1.8796617393836655e-05,1.8796617393836655e-05,0.0001510362966858,0.0001505509213743,1.821132715800569e-06,2.546441852925255e-06,0.0545626751670651,0.1920917784765607,6.478588756280312e-06,0.0,0.0538146902368091,0.031129144672755,0.0,0.0,0.000161806497636,0.0,0.0,DOS,DoS
